"","id","wls_cw_sysid","cw_code","cw_name","cw_source_name","cw_source_type","pod_number","cw_legislation","cw_date_created","cw_status","organization","organization_count","organization_type","water_system_name","cw_use","source_category","source_comments","water_treatment_type","water_treatment_location","connections_count","connected_cw_name","connected_cw_pod_number","natural_resource_district","health_authority","cw_assessment_ind","cw_assessment_url","water_qlty_obj_status","water_qlty_obj_overvw_rpt_url","water_qlty_obj_tech_rpt_url","water_qlty_obj_rpt_year","water_qlty_obj_type","organization_concerns","waterworks_damage","general_comments","feature_area_sqm","feature_length_m","objectid","se_anno_cad_data","watershed_area","og_watershed_area","prot_og_watershed_area","og_percentage","prot_percentage","at_risk_area","perc_at_risk"
"414","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e20",430,"MEA.005","Number One Community Watershed","Number One Creek","CR","PD71920","Forest Practices Code",1995-06-15,"DESIGNATED","District of Tofino",1,"Waterworks","District of Tofino","PRIMARY","SW","SW","Disinfection","WELL",795,"Close Creek, Meares Creek, Sharp Creek, Number One Creek, Ginnard Creek","PD29567, PD71920, PD29490, PD29562, PD30222","South Island Natural Resource District","Vancouver Island","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity","No forest or range activity in watershed","Close Creek, Sharp Creek and No#1 Creek supply the Bay Street Pumphouse and are required to have full treatment (VIHA 4321 regulations) but were only treated with chlorine at time of interview (2015).  Total amount of water extracted is for both plants in Tofino combined.",332142.9512,3126.5443,76158,NA,33.2142951242906,26.0799412537312,0,78.52,0,26.0799412537312,78.52
"415","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e1f",431,"310.053","Rose Valley Community Watershed","Rose Valley Lake","LK","PD59086","Forest Practices Code",1995-06-15,"DESIGNATED","District of West Kelowna",1,"Waterworks","WestBank","PRIMARY","SW","SW","Disinfection","INTAKE",3800,"Lambly, Rose Valley Lake","PD59086, PD59106","Okanagan Shuswap Natural Resource District","Interior","No",NA,"Complete","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/tributaries_to_okanagan_lake_near_westbank.pdf","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_tech_peachland_tributaries.pdf",1990,"MOE Report","Forestry, range use, recreation (OHV use)","Yes","Lambly Creek diverted to Rose Valley reseroir (not the natural water system). This creek is called Faulkner Creek in other reports. There is an intake on Lambley and one at the dam on Rose Valley (very small watershed around manmade dam). This water service, run by the District of West Kelowna, provides water to what used to be the Westbank Irrigation District and the Lakeview water ystems",9441488.8852,14049.8824,76159,NA,944.148888525425,0,0,0,0,0,0
"416","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e1e",403,"349.005","Miller Creek Community Watershed","Miller Creek","CR","PD23952","Forest Practices Code",2001-02-06,"DESIGNATED","McDonald Ranch and Lumber ",1,"Waterworks","Miller Creek","PRIMARY","SW","SW and spring","NONE","NO TREATMENT",14,NA,NA,"Rocky Mountain Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"No",NA,7305364.5137,13978.4691,76131,NA,730.536451375049,111.300538570587,32,15.24,4.38,79.3005385705873,10.86
"417","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e1d",404,"349.016","Reserve Community Watershed","Reserve Creek","GW","PD23477","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Tobacco Plains Indian Band ",0,"None","Reserve Creek Water System","OTHER SOURCE","GW","GW","Disinfection","TREATMENT FACILITY",24,NA,NA,"Rocky Mountain Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"At time of interview, the interviewee stated that there were plans to upgrade the water system in 2016-2017.",10774081.7449,15154.0135,76132,NA,1077.40817448749,79.6521199714937,40.7964656307921,7.39,3.79,38.8556543407016,3.61
"418","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e1c",405,"340.084","Longueval Community Watershed","Longueval Creek","CR","PD26347","Forest Practices Code",1995-06-15,"DESIGNATED","Longueval Creek WUC",1,"Water Users' Community","Longueval Creek Water Users Community","PRIMARY","SW","SW","Disinfection & basic filtration","POE/POU",4,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity, turbidity","No",NA,38985.6993,886.014,76133,NA,3.89856993124075,0,0,0,0,0,0
"419","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e1b",406,"340.076","La France Community Watershed","La France Creek","GUI","PD25817","Forest Practices Code",1995-06-15,"DESIGNATED","Mountain Shores Development Corporation",1,"Waterworks","Mountain Shores Development Corp. Utilities","PRIMARY - GUDI in CW","GW (GUDI)","GW (GUDI)","Disinfection x2 & filtration","TREATMENT FACILITY",109,NA,NA,"Rocky Mountain Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8346","Not completed by 2019",NA,NA,0,NA,NA,"No",NA,55835608.5765,35880.2195,76134,NA,5583.56085764995,308.892823105098,295.892823105098,5.53,5.3,13,0.23
"420","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e1a",407,"100.076","Retasket Community Watershed","Grafton Creek","BR","PD47344","Forest Practices Code",1995-06-15,"DESIGNATED","Mountain View Water Users Community",1,"Water Users' Community",NA,"PRIMARY","SW","Lolo Lake, Stanley Springs","Disinfection & filtration","INTAKE",70,"Dicksam Brook, Retasket Brook","PD47344, PD47348","Cascades Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Forestry",NA,"Prefer contact via phone, as they do not use email.",37180.8252,870.5509,76135,NA,3.71808252499849,0,0,0,0,0,0
"421","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e19",408,"120.030","Alocin Community Watershed","Alocin Creek","CR","PD50408","Forest Practices Code",1996-11-01,"DESIGNATED","District of West Kelowna",1,"Waterworks","WestBank","PRIMARY","SW","SW ","Disinfection & filtration","INTAKE",5000,"Powers Creek, Alocin Creek","PD58825, PD50408","Okanagan Shuswap Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"Yes",NA,3875364.9352,8353.872,76136,NA,387.536493518876,36.3435560303603,5.76999122001641,9.38,1.49,30.5735648103439,7.89
"422","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e18",409,"128.025","Silver Community Watershed","Silver Creek","CR","PD50020","Forest Practices Code",1995-06-15,"DESIGNATED","Silver Creek Water Users Community",1,"Water Users' Community","Silver Creek Water Users Community","PRIMARY","SW","SW","NONE","NO TREATMENT",25,NA,NA,"Okanagan Shuswap Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Range use, turbidity","Yes","Water system is built on private land, and this causes issues in treating the water.",17393327.2656,21930.2305,76137,NA,1739.33272655626,82.6184204002008,39,4.75,2.24,43.6184204002008,2.51
"423","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e17",410,"340.054","Gander Community Watershed","Gander Creek","CR","PD28070","Forest Practices Code",1995-06-15,"DESIGNATED","Group of Water Users",1,"Several Water Users",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",0,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"1 current domestic license at this POD for MAKORTOFF PAUL. It is assumed that this is an error, as 28071 is downstream and has 11 domestic licenses on it. Suggest update POD and licensees to PD208071. There are 11 domestic licenses upstream on 28071. ",8301462.4577,15020.2749,76138,NA,830.146245775158,13.0281154331643,1.20450689868405,1.57,0.15,11.8236085344803,1.42
"424","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e16",411,"100.031","Macsween Community Watershed","MacSween Creek","CR","PD42823","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW",NA,0,"None",NA,"ABANDONED","Unknown","Unknown",NA,"NOT SPECIFIED",0,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"1 pending license on this creek with licensee listed as 'DETERMINED TO BE PO BOX 9340 STN PROV VICTORIA BC V8W9M1'",3712006.7088,9240.967,76139,NA,371.200670881092,179.713502545337,179.713502545311,48.41,48.41,2.59774424193893e-11,0
"425","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e15",412,"100.098","Choate Community Watershed","Choate Creek","CR","PD43961","Forest Practices Code",1995-06-15,"DESIGNATED","Group of Water Users",1,"Several Water Users","Choate Creek","PRIMARY","SW","SW","NONE","NO TREATMENT",7,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,"Forestry","Yes","7 connections.  They obtain their water from a ""a well in the creek.""  ",345901.4041,4039.4504,76140,NA,34.5901404124975,0,0,0,0,0,0
"426","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e14",413,"340.147","Watts Community Watershed","Watts Brook","BR","PD28176","Forest Practices Code",1995-06-15,"DESIGNATED","Regional District of Central Kootenay",1,"Waterworks","South Slocal Water System","PRIMARY","SW","SW","Disinfection x2 & filtration","TREATMENT FACILITY",59,"Smokey Creek, Watts Brook","PD28176, PD28185","Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity",NA,NA,318578.8747,4003.9153,76141,NA,31.8578874686036,3.03168337198384,0,9.52,0,3.03168337198384,9.52
"427","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e13",414,"340.139","The Rivulet Community Watershed","The Rivulet","BR","PD28179","Forest Practices Code",1995-06-15,"DESIGNATED","Regional District of Central Kootenay",1,"Waterworks",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",0,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,103836.0881,1722.015,76142,NA,10.3836088125177,0,0,0,0,0,0
"428","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e12",415,"100.026","Kenworthy Community Watershed","Kenworthy Creek","CR","PD43663","Forest Practices Code",1995-06-15,"DESIGNATED","Hatzic Prairie WUC",1,"Water Users' Community",NA,"PRIMARY","SW","SW","Filtration","POE/POU",6,NA,NA,"Chilliwack Natural Resource District","Fraser","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8250","Not completed by 2019",NA,NA,0,NA,"Forestry","Unknown","9 current domestic licenses on this creek. Most licenses only used this source for irrigation.  One contact said that only the Heptonstall family uses it for drinking (they are older and do not want to connect to the water from the city).  All other users in the area are not connected up to the city water.",2986113.4657,7826.3012,76143,NA,298.611346568656,0,0,0,0,0,0
"429","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e11",416,"900.045","Mineral Community Watershed","Mineral Creek","GUI","PD44472","Forest Practices Code",1995-06-15,"DESIGNATED","Squamish Lillooet Regional District",1,"Waterworks","Mineral Creek (Britannia Beach)","PRIMARY - GUDI in CW","GW (GUDI)","GW - GUDI (wells on north side of creek)","Disinfection x2","TREATMENT FACILITY",209,NA,NA,"Sea to Sky Natural Resource District","Vancouver Coastal","Yes",NA,"Not completed by 2019",NA,NA,0,NA,"Recreation (dog walking, OHV use), mining, dam failures","No","The Squamish Lilloet Regional District now manages this sytem. The system relies on GUDI wells on the North side of Britannia Creek. There are no more licenses for drinking water on Mineral Creek. The license is in the name of the Britannia waterworks but the organization that manages this system is the SLRD",1442383.1567,5699.6308,76144,NA,144.238315668773,67.2139015111447,9.97594064396769,46.6,6.92,57.2379608671771,39.68
"430","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e10",417,"340.106","Procter Community Watershed","Procter Creek","CR","PD27642","Forest Practices Code",1995-06-15,"DESIGNATED","Procter Creek Improvement District",1,"Waterworks","Procter Creek Improvement District Water System","PRIMARY","SW","SW","Disinfection & filtration","POE/POU",57,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity, upstream users","No",NA,8251645.8025,14566.3762,76145,NA,825.16458024988,109.61623519028,89.1083028277159,13.28,10.8,20.5079323625637,2.49
"431","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e0f",418,"340.125","Sitkum Community Watershed","Sitkum Creek","CR","PD27751","Forest Practices Code",1995-06-15,"DESIGNATED","Sitkum Creek Improvement District",1,"Waterworks","Sitkum Creek Improvement District","PRIMARY","SW","SW","Disinfection & filtration","INTAKE",30,NA,NA,"Selkirk Natural Resource District",NA,"Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8970","Not completed by 2019",NA,NA,0,NA,"Forestry, forest fire ","Yes","Intake has never been moved. Each year in April the chair of the board of trustees changes. ",27027905.2644,26491.5595,76146,NA,2702.79052644323,62.3028899968982,0,2.31,0,62.3028899968982,2.31
"432","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e0e",461,"900.044","Milne Community Watershed","Milne Creek","CR","PD45106","Forest Practices Code",1995-06-15,"DESIGNATED","Sunshine Coast Regional District",1,"Waterworks","Trout Lake Water System","EMERGENCY BACKUP","SW (other)","SW","Disinfection & filtration","TREATMENT FACILITY",0,NA,NA,"Sunshine Coast Natural Resource District","Vancouver Coastal","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8866","Not completed by 2019",NA,NA,0,NA,NA,NA,"This watershed was 'inherited' by the regional district.  It is used as a backup/emergency source.  ",4350597.9633,9318.6081,76189,NA,435.05979633123,0,0,0,0,0,0
"433","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e0d",462,"100.079","Spruce Community Watershed","Spruce Creek","CR","PD47941","Forest Practices Code",1995-06-15,"DESIGNATED","Squamish Lillooet Regional District",1,"Waterworks","Spruce Creek (Devine Subdivision)","EMERGENCY BACKUP","GW","Groundwater – confined aquifer, SW - They maintain the intake on Spruce Creek in case of emergency – fire flows as the reservoir and well do not have that capacity.  In my tenure (6 years) we have not needed to divert any water.","Maintenance only","NA",30,NA,NA,"Sea to Sky Natural Resource District","Vancouver Coastal","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8185","Not completed by 2019",NA,NA,0,NA,"Water quantity",NA,"They maintain the intake on Spruce Creek in case of emergency and fire protection. ",38525506.7731,32086.8947,76190,NA,3852.55067731252,235.294142146671,96,6.11,2.49,139.294142146671,3.62
"434","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e0c",463,"900.021","Greer Community Watershed","Greer Brook","GW","PD44618","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Pine Tree Place Improvement District",0,"None",NA,"OTHER SOURCE","GW","GW","Disinfection","WELL",48,NA,NA,"Sunshine Coast Natural Resource District","Vancouver Coastal","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,180952.5108,1877.4845,76191,NA,18.0952510749877,0,0,0,0,0,0
"435","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e0b",528,"340.127","Smallwood Community Watershed","Smallwood Creek","CR","PD27211","Forest Practices Code",1995-06-15,"DESIGNATED","Taghum Improvement District",1,"Waterworks","Taghum Improvement District Water System","PRIMARY","SW","SW","Disinfection","INTAKE",40,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Forestry, turbidity","Yes",NA,17840056.1352,22920.1464,76256,NA,1784.005613522,309.036507885026,237,17.32,13.28,72.0365078850264,4.04
"436","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e0a",529,"340.043","Falls Community Watershed","Falls Creek","CR","PD28261","Forest Practices Code",1995-06-15,"DESIGNATED","Bonnington Improvement District, group of domestic water users",2,"Multiple User Groups","Bonnington Improvement District","PRIMARY","SW","SW","Disinfection","INTAKE",141,NA,NA,"Selkirk Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8800","Not completed by 2019",NA,NA,0,NA,"Forestry, water quantity, turbidity","Yes","Water purveyor reports that the intake also supplies water to Beasly on the east side of the creek, supplying a number of unmetered hobby farms and homes.  ",33708610.8619,27962.4152,76257,NA,3370.86108619433,329.485130587607,47,9.77,1.39,282.485130587607,8.38
"437","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e09",530,"340.128","Smoky Community Watershed","Smoky Creek","CR","PD28185","Forest Practices Code",1995-06-15,"DESIGNATED","Regional District of Central Kootenay",1,"Waterworks","South Slocal Water System","PRIMARY","SW","SW","Disinfection x2 & filtration","TREATMENT FACILITY",59,"Smokey Creek, Watts Brook","PD28176, PD28185","Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,4297885.4071,8903.0422,76258,NA,429.788540711928,33.1429590566516,0,7.71,0,33.1429590566516,7.71
"438","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e08",432,"CAM.001","Kwakiutl Community Watershed","Kwakiutl Creek","CR","PD35412","Forest Practices Code",1995-06-15,"DESIGNATED","Heiltsuk First Nation ",1,"Waterworks",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",970,NA,NA,"North Island - Central Coast Natural Resource District","Vancouver Coastal","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"They are using the same source as they have for 60 years. They added a new reservoir for storage as they ran out of water in the past couple years.",2272581.9824,5958.2224,76160,NA,227.258198235969,52.318141521661,0,23.02,0,52.318141521661,23.02
"439","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4e07",433,"930.023","Sugsaw Lake Community Watershed","Sugsaw Lake","LK","PD29503","Forest Practices Code",1999-07-16,"DESIGNATED","Alberni-Clayoquot Regional District",1,"Waterworks","Bamfield Community Water System","PRIMARY","SW","SW","Disinfection","WELL",195,NA,NA,"South Island Natural Resource District","Vancouver Island","No",NA,"Not completed by 2019",NA,NA,0,NA,"Organics/THMs","No","The commmunity uses surface water from Sugsaw Lake for their drinking water. ",6350206.6346,11962.4543,76161,NA,635.020663462609,10.1989782202963,0,1.61,0,10.1989782202963,1.61
